<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TATN,D,02/09/19,00:00:00,744.0000000,751.8000000,742.1000000,747.7000000,1067481
TATN,D,03/09/19,00:00:00,746.3000000,749.8000000,737.1000000,746.0000000,1143450
TATN,D,04/09/19,00:00:00,749.8000000,754.0000000,740.0000000,740.0000000,2232754
TATN,D,05/09/19,00:00:00,743.6000000,749.1000000,739.8000000,743.7000000,1621717
TATN,D,06/09/19,00:00:00,743.7000000,753.0000000,736.5000000,753.0000000,1680728
TATN,D,09/09/19,00:00:00,754.1000000,757.8000000,748.7000000,752.8000000,1002156
TATN,D,10/09/19,00:00:00,752.8000000,752.8000000,743.0000000,746.7000000,2096817
TATN,D,11/09/19,00:00:00,747.0000000,752.5000000,745.4000000,749.0000000,1467463
TATN,D,12/09/19,00:00:00,747.9000000,748.0000000,736.0000000,738.6000000,2009749
TATN,D,13/09/19,00:00:00,736.0000000,739.9000000,727.5000000,733.3000000,1252246
TATN,D,16/09/19,00:00:00,743.1000000,761.5000000,738.4000000,759.9000000,5221015
TATN,D,17/09/19,00:00:00,752.9000000,768.2000000,747.4000000,756.1000000,4081305
TATN,D,18/09/19,00:00:00,756.0000000,758.9000000,751.0000000,753.0000000,1882184
TATN,D,19/09/19,00:00:00,752.1000000,754.9000000,741.9000000,741.9000000,2417939
TATN,D,20/09/19,00:00:00,741.7000000,748.7000000,739.0000000,748.7000000,3008703
TATN,D,23/09/19,00:00:00,746.1000000,749.5000000,737.3000000,743.4000000,2166056
TATN,D,24/09/19,00:00:00,742.7000000,744.9000000,730.0000000,734.3000000,2250514
TATN,D,25/09/19,00:00:00,729.1000000,740.0000000,726.1000000,740.0000000,3315619
TATN,D,26/09/19,00:00:00,704.3000000,709.7000000,699.2000000,704.9000000,1962172
TATN,D,27/09/19,00:00:00,705.0000000,708.3000000,697.5000000,697.5000000,1577661
TATN,D,30/09/19,00:00:00,698.8000000,701.7000000,687.4000000,687.4000000,2041676
TATN,D,01/10/19,00:00:00,689.0000000,700.9000000,688.0000000,694.9000000,1385822
TATN,D,02/10/19,00:00:00,695.0000000,695.7000000,686.0000000,688.8000000,1232244
TATN,D,03/10/19,00:00:00,688.1000000,688.2000000,671.2000000,676.3000000,1799128
TATN,D,04/10/19,00:00:00,682.3000000,694.5000000,678.4000000,681.5000000,1883788
TATN,D,07/10/19,00:00:00,684.5000000,694.2000000,680.1000000,691.5000000,985257
TATN,D,08/10/19,00:00:00,691.9000000,694.5000000,685.5000000,688.5000000,916247
TATN,D,09/10/19,00:00:00,688.7000000,697.2000000,687.1000000,690.5000000,1052000
TATN,D,10/10/19,00:00:00,691.5000000,701.6000000,687.6000000,698.4000000,923205
TATN,D,11/10/19,00:00:00,701.0000000,709.9000000,700.3000000,709.7000000,1176461
TATN,D,14/10/19,00:00:00,708.8000000,711.8000000,695.3000000,700.0000000,921234
TATN,D,15/10/19,00:00:00,700.0000000,703.0000000,694.2000000,700.8000000,1280263
TATN,D,16/10/19,00:00:00,700.6000000,710.9000000,699.6000000,708.9000000,1702015
TATN,D,17/10/19,00:00:00,708.0000000,708.0000000,702.2000000,707.3000000,1154731
TATN,D,18/10/19,00:00:00,705.3000000,710.0000000,704.1000000,706.8000000,1102926
TATN,D,21/10/19,00:00:00,707.9000000,721.9000000,704.8000000,721.9000000,1530095
TATN,D,22/10/19,00:00:00,720.0000000,738.0000000,718.0000000,738.0000000,2371996
TATN,D,23/10/19,00:00:00,737.0000000,749.9000000,731.8000000,749.9000000,2301655
TATN,D,24/10/19,00:00:00,748.7000000,759.9000000,745.7000000,759.9000000,2808980
TATN,D,25/10/19,00:00:00,757.1000000,760.0000000,740.1000000,749.6000000,2008166
TATN,D,28/10/19,00:00:00,752.2000000,755.9000000,740.7000000,749.9000000,1261327
TATN,D,29/10/19,00:00:00,749.0000000,752.0000000,744.6000000,752.0000000,1760583
TATN,D,30/10/19,00:00:00,748.9000000,759.8000000,743.2000000,759.8000000,1910918
TATN,D,31/10/19,00:00:00,759.5000000,764.0000000,746.3000000,748.2000000,2338612
TATN,D,01/11/19,00:00:00,747.2000000,755.4000000,741.1000000,755.4000000,1179205
TATN,D,05/11/19,00:00:00,758.0000000,773.0000000,756.0000000,773.0000000,1967932
TATN,D,06/11/19,00:00:00,771.6000000,787.0000000,765.6000000,787.0000000,1874119
TATN,D,07/11/19,00:00:00,782.4000000,799.7000000,777.0000000,797.9000000,2077132
TATN,D,08/11/19,00:00:00,797.2000000,799.4000000,778.3000000,782.2000000,1962655
TATN,D,11/11/19,00:00:00,781.1000000,783.2000000,771.4000000,778.8000000,1430210
TATN,D,12/11/19,00:00:00,779.4000000,786.0000000,773.0000000,777.4000000,1685879
TATN,D,13/11/19,00:00:00,769.9000000,774.4000000,767.8000000,772.7000000,953543
TATN,D,14/11/19,00:00:00,777.0000000,777.5000000,762.2000000,773.9000000,1973593
TATN,D,15/11/19,00:00:00,773.0000000,778.6000000,758.7000000,764.0000000,1740196
TATN,D,18/11/19,00:00:00,766.9000000,768.9000000,752.1000000,753.8000000,1500927
TATN,D,19/11/19,00:00:00,756.0000000,760.7000000,751.7000000,760.0000000,1148917
TATN,D,20/11/19,00:00:00,758.0000000,763.0000000,747.0000000,760.0000000,1497166
TATN,D,21/11/19,00:00:00,758.8000000,761.0000000,748.2000000,759.0000000,1709643
TATN,D,22/11/19,00:00:00,757.9000000,764.0000000,755.7000000,761.2000000,1562407
TATN,D,25/11/19,00:00:00,763.8000000,763.8000000,754.2000000,760.0000000,1038918
TATN,D,26/11/19,00:00:00,758.0000000,760.8000000,742.4000000,747.1000000,5553617
TATN,D,27/11/19,00:00:00,748.0000000,753.9000000,743.5000000,749.0000000,1526793
TATN,D,28/11/19,00:00:00,747.8000000,751.9000000,745.1000000,747.8000000,393751
TATN,D,29/11/19,00:00:00,748.0000000,748.2000000,738.5000000,740.4000000,1427749
TATN,D,02/12/19,00:00:00,744.0000000,749.9000000,741.8000000,747.9000000,1893121
TATN,D,03/12/19,00:00:00,747.9000000,749.7000000,734.2000000,734.2000000,1757363
TATN,D,04/12/19,00:00:00,736.6000000,743.5000000,733.9000000,740.9000000,1065984
TATN,D,05/12/19,00:00:00,743.0000000,746.8000000,733.6000000,745.0000000,1169808
TATN,D,06/12/19,00:00:00,746.9000000,752.3000000,736.7000000,752.3000000,1646518
TATN,D,09/12/19,00:00:00,751.8000000,761.7000000,748.5000000,759.2000000,1901988
TATN,D,10/12/19,00:00:00,756.8000000,758.3000000,748.6000000,751.0000000,1483475
TATN,D,11/12/19,00:00:00,749.9000000,768.0000000,749.7000000,762.4000000,2131315
TATN,D,12/12/19,00:00:00,764.7000000,786.3000000,764.2000000,780.6000000,2743779
TATN,D,13/12/19,00:00:00,782.9000000,794.0000000,779.5000000,793.2000000,2259601
TATN,D,16/12/19,00:00:00,793.0000000,795.0000000,783.2000000,788.8000000,2054700
TATN,D,17/12/19,00:00:00,789.8000000,798.2000000,787.5000000,791.2000000,2614053
TATN,D,18/12/19,00:00:00,791.9000000,793.7000000,782.0000000,791.5000000,2721674
TATN,D,19/12/19,00:00:00,792.1000000,797.0000000,785.7000000,788.0000000,1974560
TATN,D,20/12/19,00:00:00,790.0000000,791.9000000,780.3000000,780.8000000,2095559
TATN,D,23/12/19,00:00:00,781.6000000,790.5000000,779.3000000,788.9000000,1280862
TATN,D,24/12/19,00:00:00,789.7000000,791.1000000,781.5000000,781.5000000,640480
TATN,D,25/12/19,00:00:00,782.4000000,787.0000000,779.3000000,784.5000000,448613
TATN,D,26/12/19,00:00:00,787.2000000,794.0000000,784.6000000,789.0000000,1071933
TATN,D,27/12/19,00:00:00,768.2000000,778.1000000,763.0000000,770.0000000,3171163
TATN,D,30/12/19,00:00:00,768.7000000,772.8000000,759.1000000,759.7000000,1620313
TATN,D,03/01/20,00:00:00,767.0000000,777.4000000,765.6000000,776.7000000,2892452
TATN,D,06/01/20,00:00:00,780.3000000,782.1000000,774.2000000,776.0000000,4190556
