<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SNGS,D,24/07/15,00:00:00,31.6500000,32.0000000,31.0300000,31.0500000,15795500
SNGS,D,27/07/15,00:00:00,31.0500000,31.6200000,30.8050000,31.5000000,23313300
SNGS,D,28/07/15,00:00:00,31.4100000,32.4350000,31.1800000,32.1000000,32371400
SNGS,D,29/07/15,00:00:00,32.0000000,32.8750000,31.7500000,32.5500000,22643600
SNGS,D,30/07/15,00:00:00,32.6000000,33.0550000,32.4100000,32.9350000,20734500
SNGS,D,31/07/15,00:00:00,32.8950000,34.3750000,32.8000000,33.9950000,47004200
SNGS,D,03/08/15,00:00:00,34.1300000,34.3000000,33.7500000,34.2200000,21383200
SNGS,D,04/08/15,00:00:00,34.0000000,34.3850000,33.6100000,34.0350000,17695400
SNGS,D,05/08/15,00:00:00,34.0000000,34.3850000,33.5550000,34.1350000,20729700
SNGS,D,06/08/15,00:00:00,34.1750000,34.3700000,33.6800000,34.0500000,25990900
SNGS,D,07/08/15,00:00:00,34.2050000,34.2250000,33.8100000,33.9050000,15183400
SNGS,D,10/08/15,00:00:00,34.0000000,34.5600000,33.5850000,34.5000000,24830600
SNGS,D,11/08/15,00:00:00,34.4500000,35.2350000,34.4050000,34.5850000,22005500
SNGS,D,12/08/15,00:00:00,34.5000000,34.6750000,33.8050000,34.5600000,22408500
SNGS,D,13/08/15,00:00:00,34.5600000,35.1300000,34.4450000,34.9800000,22613700
SNGS,D,14/08/15,00:00:00,34.9050000,35.4100000,34.7500000,35.3000000,27405900
SNGS,D,17/08/15,00:00:00,35.2900000,35.9450000,34.8350000,35.5000000,20932200
SNGS,D,18/08/15,00:00:00,35.5600000,35.7400000,34.7650000,34.9200000,24915900
SNGS,D,19/08/15,00:00:00,34.8800000,35.1450000,33.7000000,33.9800000,25878900
SNGS,D,20/08/15,00:00:00,33.9000000,34.3900000,33.3050000,34.2950000,35716600
SNGS,D,21/08/15,00:00:00,34.1700000,34.2700000,33.0500000,33.0600000,32102900
SNGS,D,24/08/15,00:00:00,32.3050000,32.4500000,31.2500000,31.7450000,52178700
SNGS,D,25/08/15,00:00:00,31.9200000,33.3300000,31.8250000,33.1600000,38968000
SNGS,D,26/08/15,00:00:00,33.2500000,33.7400000,32.5200000,33.1000000,27216100
SNGS,D,27/08/15,00:00:00,33.5000000,34.1500000,33.5000000,34.1500000,25876300
SNGS,D,28/08/15,00:00:00,34.3950000,35.0300000,33.7550000,34.8250000,29702500
SNGS,D,31/08/15,00:00:00,34.7700000,35.0700000,34.1250000,34.2950000,20093400
SNGS,D,01/09/15,00:00:00,34.3750000,34.5650000,33.4000000,33.7500000,39083600
SNGS,D,02/09/15,00:00:00,33.5750000,34.3950000,33.4000000,33.6000000,20377200
SNGS,D,03/09/15,00:00:00,33.8400000,34.3000000,33.6150000,34.0300000,18977200
SNGS,D,04/09/15,00:00:00,33.9750000,34.1200000,33.7800000,34.1000000,18286100
SNGS,D,07/09/15,00:00:00,34.0650000,34.3400000,33.8300000,34.0800000,9851400
SNGS,D,08/09/15,00:00:00,34.1300000,34.8450000,34.1300000,34.4500000,16626800
SNGS,D,09/09/15,00:00:00,34.6350000,34.9300000,34.5050000,34.6750000,13604300
SNGS,D,10/09/15,00:00:00,34.6000000,35.2000000,34.3300000,35.1000000,19223200
SNGS,D,11/09/15,00:00:00,35.0000000,35.4950000,34.7450000,35.2400000,19816800
SNGS,D,14/09/15,00:00:00,35.1700000,35.7300000,35.0650000,35.4700000,13952300
SNGS,D,15/09/15,00:00:00,35.4700000,35.5850000,34.6500000,34.9300000,16284800
SNGS,D,16/09/15,00:00:00,35.0250000,35.6500000,34.7600000,35.6000000,25180700
SNGS,D,17/09/15,00:00:00,35.5100000,35.7000000,34.9200000,34.9500000,19345700
SNGS,D,18/09/15,00:00:00,35.1800000,35.2900000,34.0650000,34.2000000,25686800
SNGS,D,21/09/15,00:00:00,34.5050000,34.5400000,33.7050000,34.1450000,15261000
SNGS,D,22/09/15,00:00:00,34.1950000,34.2150000,33.3750000,33.8700000,19186900
SNGS,D,23/09/15,00:00:00,33.8150000,34.1350000,33.1000000,33.1500000,23132100
SNGS,D,24/09/15,00:00:00,33.3000000,33.4200000,32.4050000,32.6950000,24704400
SNGS,D,25/09/15,00:00:00,32.9000000,33.6750000,32.8300000,33.6750000,16496000
SNGS,D,28/09/15,00:00:00,33.6000000,33.9000000,32.8000000,32.9750000,11458200
SNGS,D,29/09/15,00:00:00,32.8750000,33.4500000,32.6300000,33.3000000,14525900
SNGS,D,30/09/15,00:00:00,33.4200000,33.7800000,33.1900000,33.5000000,17051500
SNGS,D,01/10/15,00:00:00,33.6700000,33.9750000,33.1100000,33.5000000,19194700
SNGS,D,02/10/15,00:00:00,33.5200000,33.6500000,33.0000000,33.3000000,14406300
SNGS,D,05/10/15,00:00:00,33.3800000,35.2600000,33.3800000,35.0000000,32942200
SNGS,D,06/10/15,00:00:00,35.1000000,35.5450000,34.7400000,35.4000000,21935400
SNGS,D,07/10/15,00:00:00,35.3800000,35.5550000,34.6650000,35.0550000,18200100
SNGS,D,08/10/15,00:00:00,34.9500000,35.4900000,34.5250000,35.2950000,13765500
SNGS,D,09/10/15,00:00:00,35.4900000,36.3650000,35.3200000,36.1050000,23458900
SNGS,D,12/10/15,00:00:00,36.0250000,36.5300000,35.1200000,35.1950000,17038900
SNGS,D,13/10/15,00:00:00,35.1050000,36.0000000,34.8450000,35.8750000,18632900
SNGS,D,14/10/15,00:00:00,35.5550000,35.8700000,35.1500000,35.2700000,16368600
SNGS,D,15/10/15,00:00:00,35.3900000,35.9500000,35.3900000,35.5000000,19575100
SNGS,D,16/10/15,00:00:00,35.6500000,35.9950000,35.4200000,35.4800000,15794600
SNGS,D,19/10/15,00:00:00,35.5550000,36.1500000,35.4700000,36.0500000,13685600
SNGS,D,20/10/15,00:00:00,36.0500000,36.2900000,35.6950000,36.2900000,13441800
SNGS,D,21/10/15,00:00:00,36.0200000,36.2000000,35.7500000,35.8500000,16859200
SNGS,D,22/10/15,00:00:00,35.8750000,36.1150000,35.7200000,35.8800000,11915500
SNGS,D,23/10/15,00:00:00,35.9600000,36.3000000,35.7750000,36.0300000,15279000
SNGS,D,26/10/15,00:00:00,36.0000000,36.1150000,34.9100000,35.1400000,23963800
SNGS,D,27/10/15,00:00:00,35.0500000,35.5000000,34.5350000,35.5000000,17475100
SNGS,D,28/10/15,00:00:00,35.3500000,35.7600000,35.0000000,35.7600000,12356400
SNGS,D,29/10/15,00:00:00,35.7600000,35.8200000,35.1050000,35.1500000,11599800
SNGS,D,30/10/15,00:00:00,35.2100000,35.7850000,34.8500000,35.7850000,18533200
SNGS,D,02/11/15,00:00:00,35.6550000,35.8150000,35.4200000,35.6500000,14602400
SNGS,D,03/11/15,00:00:00,35.5600000,36.1600000,35.4400000,35.9500000,18549800
SNGS,D,05/11/15,00:00:00,35.9850000,36.2800000,35.8000000,35.9000000,14303100
SNGS,D,06/11/15,00:00:00,35.9000000,36.0750000,35.4400000,35.5750000,10426700
SNGS,D,09/11/15,00:00:00,35.6950000,35.7750000,35.0000000,35.3200000,10738600
SNGS,D,10/11/15,00:00:00,35.2100000,35.6900000,34.7550000,35.2600000,15858500
SNGS,D,11/11/15,00:00:00,35.2650000,35.2750000,34.6000000,34.7950000,13458400
SNGS,D,12/11/15,00:00:00,34.6600000,35.1950000,34.6300000,35.1500000,18969500
SNGS,D,13/11/15,00:00:00,35.1500000,35.6150000,34.7400000,34.9150000,17270900
SNGS,D,16/11/15,00:00:00,34.8650000,35.7950000,34.5950000,34.5950000,27047100
SNGS,D,17/11/15,00:00:00,34.8050000,35.3200000,34.7600000,34.9000000,32164800
SNGS,D,18/11/15,00:00:00,35.0750000,36.0300000,34.9600000,35.6200000,19790100
SNGS,D,19/11/15,00:00:00,35.8700000,35.9850000,35.2600000,35.3100000,19684500
SNGS,D,20/11/15,00:00:00,35.3350000,35.3800000,34.8700000,34.9050000,23730600
SNGS,D,23/11/15,00:00:00,34.9200000,36.7750000,34.8000000,36.3400000,36022200
SNGS,D,24/11/15,00:00:00,36.4000000,36.5350000,34.8000000,35.2500000,27866800
SNGS,D,25/11/15,00:00:00,35.2550000,35.9800000,35.2550000,35.8050000,19900800
SNGS,D,26/11/15,00:00:00,35.9800000,36.2800000,35.5000000,35.7000000,12110200
SNGS,D,27/11/15,00:00:00,35.5600000,35.6400000,34.7100000,34.7500000,17027100
SNGS,D,30/11/15,00:00:00,34.7250000,34.9350000,33.5000000,33.5000000,24713400
SNGS,D,01/12/15,00:00:00,33.7700000,34.0000000,33.3600000,34.0000000,24953600
SNGS,D,02/12/15,00:00:00,34.0500000,34.4550000,33.7900000,34.2100000,18398100
SNGS,D,03/12/15,00:00:00,34.0700000,35.1900000,33.9700000,34.9000000,32292700
SNGS,D,04/12/15,00:00:00,35.0500000,35.6350000,33.8150000,34.1550000,30875600
SNGS,D,07/12/15,00:00:00,34.2100000,34.7950000,34.0600000,34.2550000,21456100
SNGS,D,08/12/15,00:00:00,34.0800000,34.7000000,33.9100000,33.9200000,23748700
SNGS,D,09/12/15,00:00:00,34.0500000,34.5400000,34.0400000,34.3000000,18925400
SNGS,D,10/12/15,00:00:00,34.2900000,34.6550000,34.0100000,34.2950000,22408500
SNGS,D,11/12/15,00:00:00,34.2300000,34.2800000,33.8250000,34.0300000,13511600
SNGS,D,14/12/15,00:00:00,33.9200000,34.1500000,33.3550000,33.7950000,18460600
SNGS,D,15/12/15,00:00:00,33.9050000,34.6850000,33.7800000,34.2700000,19849400
SNGS,D,16/12/15,00:00:00,34.4100000,34.8800000,34.3200000,34.6950000,13068700
SNGS,D,17/12/15,00:00:00,34.7100000,35.4000000,34.4550000,35.4000000,17566200
SNGS,D,18/12/15,00:00:00,35.3500000,35.3700000,34.0900000,34.2500000,20816500
SNGS,D,21/12/15,00:00:00,34.3100000,34.5750000,33.8450000,33.8600000,14193100
SNGS,D,22/12/15,00:00:00,33.9850000,34.2850000,33.8850000,34.1750000,8247400
SNGS,D,23/12/15,00:00:00,34.2200000,34.4900000,33.9200000,34.0000000,18736400
SNGS,D,24/12/15,00:00:00,34.1600000,34.2050000,33.9350000,33.9450000,7556000
SNGS,D,25/12/15,00:00:00,34.0000000,34.0600000,33.8400000,33.9150000,3689900
SNGS,D,28/12/15,00:00:00,33.9350000,33.9850000,33.5050000,33.6750000,6213700
SNGS,D,29/12/15,00:00:00,33.6750000,34.5500000,33.6750000,34.5500000,13623700
SNGS,D,30/12/15,00:00:00,34.5100000,34.5900000,33.7150000,33.9750000,15598400
SNGS,D,04/01/16,00:00:00,34.1000000,34.3300000,33.7600000,34.0500000,10429400
SNGS,D,05/01/16,00:00:00,34.0450000,34.4850000,34.0050000,34.1850000,8454100
SNGS,D,06/01/16,00:00:00,34.1700000,34.3100000,33.7600000,34.0050000,9397200
SNGS,D,11/01/16,00:00:00,33.3300000,33.6800000,33.0150000,33.2000000,23110700
SNGS,D,12/01/16,00:00:00,33.0250000,34.3550000,32.8500000,34.1000000,23202400
SNGS,D,13/01/16,00:00:00,34.1100000,34.4500000,33.9500000,33.9700000,17259400
SNGS,D,14/01/16,00:00:00,33.9100000,34.1500000,33.5900000,34.0000000,14729700
SNGS,D,15/01/16,00:00:00,34.0100000,34.2000000,32.2900000,32.4650000,40890000
SNGS,D,18/01/16,00:00:00,32.4350000,33.6800000,32.0000000,33.6800000,20275200
SNGS,D,19/01/16,00:00:00,33.7350000,34.9850000,33.6200000,33.7800000,30873500
SNGS,D,20/01/16,00:00:00,33.5600000,34.0250000,32.7000000,33.2200000,37653200
SNGS,D,21/01/16,00:00:00,33.6800000,34.6900000,33.2800000,34.4850000,28073600
SNGS,D,22/01/16,00:00:00,34.8200000,35.7000000,34.4500000,35.2000000,37539400
